record_id,region,country,date,network_type,operator,device_type,signal_strength_dbm,latency_ms,throughput_mbps,data_usage_gb,call_drop_rate,packet_loss_percent,jitter_ms,download_speed_mbps,upload_speed_mbps,num_connected_users,network_availability_percent,temperature_celsius,weather_condition
R03115,Central,France,2023-05-10 18:00:00,5G,Deutsche Telekom,Router,-80,20,143.87,5.93,0.51,0.54,13.06,225.91,94.02,780,95.03,10.2,Rainy
R03116,South,Italy,2023-05-10 19:00:00,4G,O2,Smartphone,-60,117,94.05,8.63,0.44,0.09,10.11,283.09,136.58,407,95.13,25.9,Clear
R03117,East,Spain,2023-05-10 20:00:00,5G,Orange,Tablet,-58,62,164.39,28.66,1.4,0.75,8.54,205.33,75.78,371,98.97,21.5,Clear
R03118,West,Spain,2023-05-10 21:00:00,4G,Vodafone,Smartphone,-78,51,139.98,6.0,0.57,0.98,17.96,226.04,69.71,303,96.07,28.1,Clear
R03119,East,Germany,2023-05-10 22:00:00,5G,O2,Tablet,-61,82,72.72,5.52,0.03,0.44,18.83,186.37,25.45,210,98.04,-2.2,Rainy
R03120,Central,Netherlands,2023-05-10 23:00:00,5G,Telecom Italia,Router,-71,52,48.96,24.23,1.86,0.12,13.79,241.31,147.19,502,98.27,36.9,Cloudy
R03121,North,France,2023-05-11 00:00:00,5G,Orange,Tablet,-74,114,107.13,7.91,0.63,0.1,10.52,283.47,30.62,895,98.49,39.7,Stormy
R03122,East,Germany,2023-05-11 01:00:00,4G,Orange,Tablet,-65,96,246.84,3.29,1.53,0.03,2.28,185.48,74.81,76,97.99,19.9,Rainy
R03123,West,France,2023-05-11 02:00:00,4G,Deutsche Telekom,Tablet,-59,85,114.57,7.19,0.94,0.77,6.72,62.49,29.84,355,98.14,2.4,Clear
R03124,South,Germany,2023-05-11 03:00:00,4G,O2,Smartphone,-62,49,189.71,26.71,0.27,0.69,6.42,233.38,55.52,620,97.91,34.1,Stormy
R03125,North,Netherlands,2023-05-11 04:00:00,5G,Telecom Italia,Tablet,-73,29,23.67,8.77,1.32,0.58,2.11,198.74,133.18,405,99.64,24.1,Rainy
R03126,South,Germany,2023-05-11 05:00:00,4G,Deutsche Telekom,Router,-80,42,100.93,21.0,0.46,0.77,17.02,280.75,98.28,639,98.32,23.1,Cloudy
R03127,East,France,2023-05-11 06:00:00,5G,Deutsche Telekom,Tablet,-90,116,149.28,12.16,0.58,1.0,17.47,88.92,6.43,512,96.76,34.8,Cloudy
R03128,Central,Spain,2023-05-11 07:00:00,5G,Vodafone,Tablet,-81,58,190.29,8.23,0.06,0.4,18.34,291.31,145.18,204,96.78,27.9,Stormy
R03129,Central,France,2023-05-11 08:00:00,5G,Orange,Router,-78,64,136.81,4.75,0.03,0.71,15.09,170.03,118.67,748,95.4,36.4,Stormy
R03130,West,Italy,2023-05-11 09:00:00,4G,Telecom Italia,Router,-58,48,133.67,29.18,1.03,0.38,14.5,289.56,149.64,745,99.96,38.1,Rainy
R03131,Central,Italy,2023-05-11 10:00:00,5G,Orange,Smartphone,-83,49,193.34,15.87,0.12,0.35,10.08,237.37,115.62,940,99.45,10.5,Cloudy
R03132,North,Italy,2023-05-11 11:00:00,4G,O2,Router,-72,53,85.19,3.89,0.42,0.85,17.29,261.13,115.9,551,95.22,3.9,Rainy
R03133,Central,Italy,2023-05-11 12:00:00,5G,Vodafone,Router,-83,71,31.75,6.37,1.85,0.57,10.69,103.91,106.41,377,99.31,12.3,Rainy
R03134,West,Netherlands,2023-05-11 13:00:00,5G,Deutsche Telekom,Router,-95,100,93.32,12.52,0.17,0.12,1.56,73.64,66.37,518,95.69,38.5,Stormy
R03135,East,Spain,2023-05-11 14:00:00,5G,Vodafone,Tablet,-60,41,48.16,16.55,0.58,0.4,12.11,190.98,50.67,723,96.2,3.6,Cloudy
R03136,East,Spain,2023-05-11 15:00:00,4G,Deutsche Telekom,Smartphone,-78,24,241.83,5.86,1.45,0.8,8.42,118.56,81.15,354,98.4,21.6,Clear
R03137,Central,France,2023-05-11 16:00:00,4G,Vodafone,Router,-63,30,148.6,8.69,1.77,0.94,10.9,295.91,30.84,781,98.65,-1.2,Rainy
R03138,South,Germany,2023-05-11 17:00:00,5G,Deutsche Telekom,Router,-58,105,117.18,23.62,0.09,0.61,9.37,153.69,109.75,777,97.53,32.5,Clear
R03139,East,France,2023-05-11 18:00:00,4G,Orange,Router,-53,51,228.89,12.82,0.37,0.39,10.44,42.04,149.61,706,99.84,25.1,Cloudy
R03140,Central,France,2023-05-11 19:00:00,4G,Orange,Tablet,-90,43,226.09,0.54,0.78,0.25,3.06,154.65,92.14,427,97.45,18.5,Clear
R03141,West,France,2023-05-11 20:00:00,5G,Orange,Tablet,-79,30,109.77,2.09,0.72,0.42,1.28,165.17,129.19,298,96.29,23.3,Rainy
R03142,Central,France,2023-05-11 21:00:00,5G,Orange,Smartphone,-92,30,219.93,13.46,0.58,0.57,7.46,11.37,29.99,421,95.05,0.3,Cloudy
R03143,East,Spain,2023-05-11 22:00:00,4G,Vodafone,Smartphone,-82,36,25.37,2.27,0.48,0.0,5.84,81.19,124.64,817,99.34,33.8,Rainy
R03144,West,Germany,2023-05-11 23:00:00,5G,Deutsche Telekom,Tablet,-66,51,222.57,5.63,0.54,0.27,5.75,10.39,136.58,375,96.98,10.3,Cloudy
R03145,Central,France,2023-05-12 00:00:00,5G,Orange,Router,-76,102,84.54,21.97,0.27,0.67,18.8,172.69,126.64,983,98.91,2.6,Rainy
R03146,North,Spain,2023-05-12 01:00:00,4G,Vodafone,Router,-88,46,145.63,14.67,0.33,0.67,16.56,94.72,95.95,516,98.87,-4.3,Clear
R03147,West,France,2023-05-12 02:00:00,4G,Deutsche Telekom,Smartphone,-94,51,74.73,14.73,1.21,0.65,1.25,60.23,139.33,50,95.22,-2.3,Rainy
R03148,North,Italy,2023-05-12 03:00:00,5G,Vodafone,Router,-59,80,246.35,18.15,0.58,0.95,1.17,253.19,144.41,727,99.11,25.2,Clear
R03149,South,France,2023-05-12 04:00:00,4G,Orange,Tablet,-92,44,27.23,23.76,0.8,0.57,15.76,18.71,123.23,587,96.45,27.3,Rainy
R03150,West,France,2023-05-12 05:00:00,4G,O2,Smartphone,-86,83,117.27,5.18,0.82,0.27,19.71,210.6,84.33,246,99.21,1.7,Rainy
R03151,North,Netherlands,2023-05-12 06:00:00,5G,Vodafone,Tablet,-76,83,159.04,5.6,0.22,0.81,9.84,176.17,126.12,757,97.46,22.3,Rainy
R03152,East,Italy,2023-05-12 07:00:00,5G,Orange,Tablet,-61,47,157.75,4.08,1.64,0.39,9.23,233.75,58.93,330,97.96,16.7,Rainy
R03153,East,Germany,2023-05-12 08:00:00,5G,Telecom Italia,Router,-86,59,187.3,28.14,1.91,0.24,6.24,48.36,55.26,926,95.51,37.2,Stormy
R03154,South,France,2023-05-12 09:00:00,5G,Deutsche Telekom,Tablet,-68,110,183.86,17.53,0.53,0.56,13.67,262.76,55.45,677,96.9,24.9,Rainy
R03155,West,Germany,2023-05-12 10:00:00,4G,Orange,Tablet,-81,33,200.35,3.23,0.59,0.29,9.96,103.27,33.89,546,99.85,18.4,Stormy
R03156,West,Italy,2023-05-12 11:00:00,4G,Telecom Italia,Router,-60,61,66.23,7.01,1.39,0.4,4.18,12.48,95.33,107,99.63,7.8,Cloudy
R03157,West,France,2023-05-12 12:00:00,5G,Vodafone,Tablet,-95,58,98.92,21.9,0.16,0.69,10.15,200.44,100.91,478,99.97,15.8,Clear
R03158,South,Netherlands,2023-05-12 13:00:00,5G,Vodafone,Router,-74,21,101.69,1.36,1.81,1.0,8.15,259.21,129.65,71,97.55,6.1,Clear
R03159,West,Spain,2023-05-12 14:00:00,5G,Telecom Italia,Tablet,-69,100,239.4,21.91,0.24,0.64,17.91,112.57,105.7,481,99.09,25.5,Stormy
R03160,East,Netherlands,2023-05-12 15:00:00,5G,Telecom Italia,Router,-67,20,108.23,27.39,1.46,0.28,15.66,163.0,118.09,318,97.28,21.7,Cloudy
R03161,North,Netherlands,2023-05-12 16:00:00,4G,Deutsche Telekom,Router,-81,51,63.25,2.16,0.58,0.09,14.32,129.58,104.88,658,99.71,8.3,Rainy
R03162,East,Spain,2023-05-12 17:00:00,4G,Vodafone,Smartphone,-86,102,161.76,6.0,0.65,0.36,7.22,22.31,106.07,458,99.93,-4.5,Clear
R03163,East,Spain,2023-05-12 18:00:00,5G,Telecom Italia,Tablet,-76,83,112.54,0.57,0.28,0.02,3.65,228.41,54.38,571,99.39,39.2,Stormy
R03164,North,Spain,2023-05-12 19:00:00,5G,O2,Tablet,-74,97,70.02,3.72,1.29,0.46,17.43,283.03,145.05,323,98.11,-2.6,Cloudy
R03165,East,France,2023-05-12 20:00:00,4G,O2,Smartphone,-87,50,181.63,18.7,1.59,0.66,7.51,131.82,97.62,104,99.94,19.6,Cloudy
R03166,South,Germany,2023-05-12 21:00:00,4G,Telecom Italia,Router,-64,77,56.06,1.82,1.9,0.51,12.27,51.89,90.13,972,99.92,33.3,Stormy
R03167,North,Germany,2023-05-12 22:00:00,4G,Deutsche Telekom,Router,-79,101,162.0,13.06,0.66,0.87,12.23,156.47,127.85,873,97.38,22.9,Cloudy
R03168,East,Spain,2023-05-12 23:00:00,4G,Vodafone,Smartphone,-54,97,113.33,15.35,1.24,0.49,18.63,272.38,66.04,617,96.52,21.4,Clear
R03169,Central,Netherlands,2023-05-13 00:00:00,5G,O2,Smartphone,-77,33,86.6,27.25,0.83,0.46,4.26,185.69,18.96,610,95.94,27.2,Stormy
R03170,East,Italy,2023-05-13 01:00:00,4G,Telecom Italia,Router,-56,107,237.04,14.49,1.12,0.31,15.66,71.58,39.81,459,98.39,8.9,Stormy
R03171,South,Spain,2023-05-13 02:00:00,4G,Telecom Italia,Router,-69,88,87.86,4.71,0.33,0.84,9.79,170.43,122.17,418,95.17,12.5,Cloudy
R03172,West,Netherlands,2023-05-13 03:00:00,4G,Orange,Smartphone,-59,35,93.4,9.03,1.16,0.9,4.32,104.79,111.11,539,98.82,-1.2,Stormy
R03173,East,Netherlands,2023-05-13 04:00:00,5G,Telecom Italia,Tablet,-62,88,218.95,20.33,1.7,0.98,16.88,16.83,21.99,165,95.26,-4.8,Stormy
R03174,West,France,2023-05-13 05:00:00,5G,Deutsche Telekom,Router,-86,73,40.97,3.81,1.73,0.98,16.58,274.96,15.1,819,96.33,6.9,Cloudy
R03175,Central,France,2023-05-13 06:00:00,4G,O2,Smartphone,-66,32,35.94,7.34,0.97,0.98,1.76,240.39,95.18,379,97.49,31.6,Stormy
R03176,East,Germany,2023-05-13 07:00:00,4G,Orange,Tablet,-75,99,77.85,29.88,0.47,0.71,14.48,277.98,141.1,133,95.49,22.5,Clear
R03177,North,Germany,2023-05-13 08:00:00,5G,O2,Tablet,-75,98,151.99,0.66,1.67,0.56,3.92,208.01,30.36,343,95.18,1.3,Stormy
R03178,West,Italy,2023-05-13 09:00:00,5G,O2,Tablet,-62,50,102.23,4.99,2.0,0.17,12.6,140.42,84.61,180,97.4,14.2,Cloudy
R03179,Central,Italy,2023-05-13 10:00:00,4G,Deutsche Telekom,Tablet,-87,88,156.05,25.39,0.75,0.77,13.23,153.02,122.74,516,99.43,-4.1,Stormy
R03180,North,Italy,2023-05-13 11:00:00,5G,Telecom Italia,Smartphone,-62,40,48.34,3.49,1.85,0.73,13.64,69.34,81.66,940,97.04,31.1,Clear
R03181,North,Italy,2023-05-13 12:00:00,4G,Deutsche Telekom,Router,-84,49,72.75,1.49,1.97,0.84,3.28,122.03,55.91,514,96.0,15.7,Rainy
R03182,North,Netherlands,2023-05-13 13:00:00,5G,Telecom Italia,Tablet,-75,42,145.64,4.08,0.79,0.46,12.37,57.52,119.63,157,97.04,7.5,Clear
R03183,North,Netherlands,2023-05-13 14:00:00,4G,Orange,Tablet,-76,57,62.12,20.96,1.43,0.89,2.9,147.3,116.83,614,98.61,29.6,Stormy
R03184,East,Germany,2023-05-13 15:00:00,4G,Deutsche Telekom,Smartphone,-90,48,111.47,29.8,1.16,0.72,15.17,197.32,125.42,477,95.21,38.7,Clear
R03185,East,France,2023-05-13 16:00:00,5G,Deutsche Telekom,Tablet,-51,96,147.44,17.92,1.44,0.17,2.21,84.41,142.04,432,95.15,13.1,Rainy
R03186,East,France,2023-05-13 17:00:00,4G,Vodafone,Smartphone,-60,51,243.68,4.17,0.31,0.21,15.4,283.69,26.84,840,97.31,29.4,Cloudy
R03187,Central,Spain,2023-05-13 18:00:00,5G,Deutsche Telekom,Smartphone,-84,81,29.17,5.92,0.73,0.81,17.79,197.59,54.41,589,98.38,9.5,Cloudy
R03188,Central,Netherlands,2023-05-13 19:00:00,5G,Vodafone,Router,-55,110,120.5,16.36,0.13,0.43,6.67,73.78,147.97,396,98.07,29.1,Cloudy
R03189,Central,Italy,2023-05-13 20:00:00,5G,Telecom Italia,Tablet,-65,117,105.11,21.61,1.23,0.25,15.79,58.43,91.21,209,98.19,38.4,Clear
R03190,South,Italy,2023-05-13 21:00:00,4G,Telecom Italia,Router,-94,64,207.82,20.06,1.85,0.42,8.93,59.29,102.17,279,95.83,24.3,Rainy
R03191,Central,Spain,2023-05-13 22:00:00,4G,Telecom Italia,Smartphone,-80,68,226.07,17.45,1.12,0.16,16.16,292.42,133.19,253,97.69,5.8,Rainy
R03192,East,France,2023-05-13 23:00:00,4G,Vodafone,Tablet,-95,52,227.68,29.59,0.14,0.89,14.04,78.62,105.2,581,96.89,26.1,Cloudy
R03193,East,Italy,2023-05-14 00:00:00,5G,Telecom Italia,Smartphone,-92,23,100.03,6.34,1.86,0.07,6.49,58.83,104.07,439,95.55,33.0,Cloudy
R03194,South,France,2023-05-14 01:00:00,4G,O2,Smartphone,-95,37,83.12,5.6,0.27,0.35,4.68,57.56,20.15,820,95.64,13.2,Cloudy
R03195,South,Spain,2023-05-14 02:00:00,4G,Deutsche Telekom,Smartphone,-61,89,117.79,25.84,1.77,0.56,18.38,109.85,78.49,52,98.23,23.0,Stormy
R03196,Central,France,2023-05-14 03:00:00,4G,Vodafone,Tablet,-83,83,92.56,9.08,1.43,0.87,16.94,188.44,102.61,840,99.79,6.4,Stormy
R03197,West,France,2023-05-14 04:00:00,4G,Telecom Italia,Smartphone,-51,47,182.52,10.31,1.27,0.78,13.54,32.93,122.06,378,95.53,15.5,Rainy
R03198,South,France,2023-05-14 05:00:00,5G,O2,Smartphone,-54,77,61.26,16.69,1.17,0.02,7.64,56.24,64.92,82,97.47,2.5,Cloudy
R03199,North,Italy,2023-05-14 06:00:00,4G,Deutsche Telekom,Tablet,-65,110,168.08,11.75,0.26,0.83,10.7,293.17,22.91,981,96.24,32.6,Rainy
R03200,East,Germany,2023-05-14 07:00:00,5G,Deutsche Telekom,Router,-76,109,232.48,8.99,1.0,0.64,11.6,189.16,58.04,881,96.41,-0.6,Clear
R03201,North,Netherlands,2023-05-14 08:00:00,5G,Telecom Italia,Smartphone,-89,75,77.18,27.56,0.39,0.13,2.64,50.51,67.31,445,96.12,-2.5,Stormy
R03202,East,France,2023-05-14 09:00:00,5G,O2,Router,-56,39,172.45,4.31,1.14,0.62,19.47,169.53,113.9,751,97.73,19.0,Cloudy
R03203,East,France,2023-05-14 10:00:00,5G,Vodafone,Router,-63,96,44.45,12.43,0.89,0.82,2.74,79.87,7.87,331,95.28,21.2,Clear
R03204,South,France,2023-05-14 11:00:00,4G,Telecom Italia,Router,-68,111,39.13,0.59,1.36,0.6,14.71,292.35,60.94,854,98.71,36.3,Rainy
R03205,South,Germany,2023-05-14 12:00:00,4G,Deutsche Telekom,Router,-52,53,37.75,24.32,1.96,1.0,10.36,122.76,69.94,419,98.03,4.1,Clear
R03206,North,Spain,2023-05-14 13:00:00,4G,Deutsche Telekom,Router,-52,106,43.25,5.47,0.72,0.51,15.44,51.29,84.77,225,96.92,30.0,Stormy
R03207,East,Italy,2023-05-14 14:00:00,5G,Deutsche Telekom,Router,-76,29,61.88,23.3,1.23,0.67,5.96,187.76,145.65,635,96.09,24.0,Clear
R03208,North,Germany,2023-05-14 15:00:00,4G,Telecom Italia,Tablet,-64,113,145.08,4.88,1.73,0.07,8.51,49.82,112.39,605,97.68,28.4,Cloudy
R03209,West,France,2023-05-14 16:00:00,5G,Orange,Tablet,-87,41,194.08,12.79,0.19,0.81,10.98,160.24,37.25,188,99.78,2.1,Cloudy
R03210,North,Germany,2023-05-14 17:00:00,4G,Orange,Router,-62,24,40.45,21.98,1.6,0.62,3.29,257.15,96.88,502,98.54,15.1,Stormy
R03211,Central,Germany,2023-05-14 18:00:00,4G,Orange,Tablet,-82,63,218.8,8.49,0.48,0.56,17.18,110.26,55.19,329,96.4,11.0,Rainy
R03212,North,Germany,2023-05-14 19:00:00,4G,O2,Tablet,-92,28,212.25,9.76,1.08,0.71,19.84,148.47,122.66,276,98.71,26.5,Rainy
R03213,Central,Spain,2023-05-14 20:00:00,5G,Telecom Italia,Router,-67,62,184.57,20.19,1.98,0.56,8.93,41.41,29.81,653,97.52,21.7,Rainy
R03214,Central,Netherlands,2023-05-14 21:00:00,4G,Deutsche Telekom,Router,-81,23,112.23,6.04,1.97,0.77,8.16,197.44,25.95,399,95.24,38.5,Rainy
R03215,Central,Italy,2023-05-14 22:00:00,5G,O2,Smartphone,-79,61,10.37,28.58,0.63,0.58,12.29,42.51,19.7,580,98.09,1.2,Clear
R03216,West,Spain,2023-05-14 23:00:00,5G,Orange,Tablet,-77,84,186.34,6.07,0.26,0.52,14.08,104.82,83.9,759,96.17,16.3,Rainy
R03217,North,Spain,2023-05-15 00:00:00,5G,Vodafone,Router,-58,117,220.96,22.62,1.88,0.14,17.5,253.94,22.87,361,97.05,26.2,Stormy
R03218,North,Netherlands,2023-05-15 01:00:00,4G,O2,Tablet,-87,60,90.47,24.18,1.79,0.47,8.08,53.48,11.05,354,97.39,11.6,Clear
R03219,West,Spain,2023-05-15 02:00:00,4G,O2,Tablet,-69,83,182.32,11.54,1.23,0.54,15.53,253.65,53.21,680,99.0,36.5,Rainy
R03220,East,Germany,2023-05-15 03:00:00,5G,Telecom Italia,Tablet,-81,74,24.89,5.11,0.06,0.62,5.56,192.87,120.73,158,97.9,33.4,Cloudy
R03221,South,Germany,2023-05-15 04:00:00,5G,O2,Smartphone,-59,109,180.28,5.39,1.5,0.46,13.93,50.9,27.63,772,96.7,34.3,Rainy
R03222,North,France,2023-05-15 05:00:00,5G,Telecom Italia,Router,-68,37,26.39,29.57,0.32,0.15,9.87,58.86,56.89,548,98.29,22.4,Clear
R03223,South,Spain,2023-05-15 06:00:00,5G,Vodafone,Tablet,-92,35,150.92,21.9,1.89,0.15,13.57,202.33,68.18,106,95.96,16.2,Clear
R03224,West,France,2023-05-15 07:00:00,5G,Deutsche Telekom,Router,-75,106,153.41,13.78,0.87,0.72,8.22,221.46,132.02,144,99.11,11.6,Clear
R03225,East,Italy,2023-05-15 08:00:00,4G,Deutsche Telekom,Tablet,-62,65,82.52,8.09,1.23,0.66,6.59,200.16,74.07,683,96.01,0.4,Stormy
R03226,East,Germany,2023-05-15 09:00:00,4G,Orange,Router,-77,55,28.99,1.06,0.56,0.26,10.23,217.08,79.23,541,97.79,37.7,Clear
R03227,East,Italy,2023-05-15 10:00:00,4G,Orange,Router,-59,109,237.84,20.28,0.95,0.45,18.01,114.86,41.92,828,96.03,6.9,Stormy
R03228,West,Netherlands,2023-05-15 11:00:00,5G,Vodafone,Router,-92,85,138.54,28.73,1.51,0.31,13.82,10.42,101.94,303,96.63,31.1,Stormy
R03229,Central,Germany,2023-05-15 12:00:00,5G,Deutsche Telekom,Tablet,-59,63,149.14,3.65,0.98,0.18,12.62,163.38,8.72,898,97.11,-4.5,Stormy
R03230,Central,Italy,2023-05-15 13:00:00,4G,Orange,Smartphone,-64,24,157.61,22.76,1.69,0.33,14.68,182.41,144.84,194,96.84,12.2,Clear
R03231,South,Netherlands,2023-05-15 14:00:00,4G,O2,Router,-51,48,223.85,5.02,1.43,0.26,14.85,209.42,77.23,931,99.67,20.7,Stormy
R03232,Central,Italy,2023-05-15 15:00:00,5G,Telecom Italia,Smartphone,-84,23,24.46,23.87,0.15,0.08,6.6,77.08,13.96,832,96.12,9.1,Clear
R03233,Central,Netherlands,2023-05-15 16:00:00,5G,Orange,Router,-55,118,224.39,11.43,1.21,0.5,5.42,59.37,86.08,495,95.9,3.7,Clear
R03234,East,Netherlands,2023-05-15 17:00:00,5G,Vodafone,Smartphone,-80,105,67.52,21.51,1.23,0.45,10.67,250.79,79.53,721,97.59,-1.8,Rainy
R03235,East,Germany,2023-05-15 18:00:00,4G,Deutsche Telekom,Router,-82,68,28.71,27.83,0.76,0.71,3.81,253.98,39.9,217,99.74,39.5,Rainy
R03236,South,France,2023-05-15 19:00:00,5G,Vodafone,Smartphone,-95,91,167.74,18.79,0.65,0.62,10.02,296.41,35.28,188,97.52,34.9,Stormy
R03237,North,Netherlands,2023-05-15 20:00:00,5G,Telecom Italia,Router,-64,104,244.47,27.66,0.13,0.34,14.17,108.53,44.26,427,99.8,9.1,Rainy
R03238,South,Netherlands,2023-05-15 21:00:00,5G,Telecom Italia,Router,-75,27,23.74,7.43,0.89,0.5,1.14,27.12,23.81,318,95.95,-4.3,Cloudy
R03239,South,Germany,2023-05-15 22:00:00,4G,Vodafone,Smartphone,-92,71,112.27,29.35,0.67,0.54,3.11,148.01,82.06,386,95.05,19.3,Clear
R03240,West,France,2023-05-15 23:00:00,5G,Orange,Router,-87,88,137.15,26.25,1.9,0.92,19.28,149.13,132.45,77,96.51,9.5,Rainy
R03241,West,Spain,2023-05-16 00:00:00,4G,Orange,Tablet,-74,40,70.51,3.67,1.35,0.98,18.63,20.59,138.85,802,98.19,0.2,Cloudy
R03242,South,Spain,2023-05-16 01:00:00,5G,Deutsche Telekom,Router,-84,46,245.89,12.7,0.92,0.82,8.94,176.77,143.18,515,97.96,30.6,Cloudy
R03243,South,France,2023-05-16 02:00:00,5G,Deutsche Telekom,Router,-66,57,163.83,27.85,1.51,0.56,12.21,85.64,92.05,205,96.21,10.2,Stormy
R03244,South,Italy,2023-05-16 03:00:00,4G,O2,Tablet,-66,24,212.64,2.8,1.56,0.93,3.95,44.55,95.12,993,98.31,38.8,Clear
R03245,Central,Germany,2023-05-16 04:00:00,5G,O2,Tablet,-64,104,109.79,13.89,0.96,0.18,7.29,185.42,50.02,488,99.15,26.8,Cloudy
R03246,West,France,2023-05-16 05:00:00,4G,Deutsche Telekom,Tablet,-60,80,94.95,21.85,0.15,0.7,16.07,91.88,133.38,65,98.44,32.8,Rainy
R03247,South,Spain,2023-05-16 06:00:00,5G,O2,Smartphone,-89,27,142.76,1.49,1.56,0.46,17.26,172.86,75.78,853,98.64,23.0,Clear
R03248,East,Netherlands,2023-05-16 07:00:00,4G,Vodafone,Tablet,-79,105,114.47,22.71,0.18,0.14,8.7,14.41,45.5,802,96.54,20.3,Rainy
R03249,East,Spain,2023-05-16 08:00:00,5G,Orange,Smartphone,-95,37,181.59,11.16,1.7,0.08,6.91,116.2,145.02,217,97.65,14.3,Rainy
R03250,Central,Netherlands,2023-05-16 09:00:00,4G,O2,Tablet,-82,23,73.8,7.86,0.67,0.48,13.95,260.97,107.28,965,95.21,-1.3,Cloudy
R03251,Central,Germany,2023-05-16 10:00:00,4G,O2,Smartphone,-52,23,117.9,17.49,1.28,0.24,14.64,198.53,72.37,280,96.8,28.2,Stormy
R03252,North,Netherlands,2023-05-16 11:00:00,5G,Vodafone,Tablet,-52,56,224.83,16.56,1.48,0.25,19.69,261.58,14.95,652,99.08,10.3,Clear
R03253,North,France,2023-05-16 12:00:00,4G,Telecom Italia,Tablet,-58,34,191.47,26.28,0.07,0.32,14.25,224.74,25.32,281,98.95,3.9,Stormy
R03254,North,Netherlands,2023-05-16 13:00:00,5G,Deutsche Telekom,Router,-70,57,50.34,20.44,0.77,0.72,5.56,218.72,33.49,402,99.7,0.1,Cloudy
R03255,Central,Italy,2023-05-16 14:00:00,4G,Vodafone,Tablet,-69,46,222.85,12.94,1.21,0.16,2.14,262.31,135.91,563,99.84,-1.5,Stormy
R03256,Central,France,2023-05-16 15:00:00,5G,Telecom Italia,Router,-51,104,151.36,19.68,1.7,0.72,5.89,15.67,145.88,254,99.86,16.4,Cloudy
R03257,Central,Germany,2023-05-16 16:00:00,5G,Vodafone,Tablet,-80,67,173.03,22.63,1.44,0.78,5.31,131.8,43.71,307,95.79,32.7,Rainy
R03258,East,France,2023-05-16 17:00:00,5G,Orange,Tablet,-89,65,80.62,28.15,1.79,0.59,2.76,288.52,77.26,812,95.6,0.8,Rainy
R03259,Central,Italy,2023-05-16 18:00:00,5G,Vodafone,Router,-64,65,115.97,21.28,0.17,0.25,9.44,61.38,119.82,433,99.38,18.2,Cloudy
R03260,East,Germany,2023-05-16 19:00:00,4G,Vodafone,Router,-71,67,203.63,16.54,0.14,0.05,6.47,199.58,60.77,406,96.92,12.1,Rainy
R03261,North,Spain,2023-05-16 20:00:00,5G,Orange,Smartphone,-65,78,89.36,11.5,1.43,0.41,18.58,239.16,76.39,374,96.79,19.3,Cloudy
R03262,North,Italy,2023-05-16 21:00:00,5G,Deutsche Telekom,Router,-80,23,49.61,26.8,0.8,0.85,8.67,280.75,133.71,119,97.67,-2.4,Clear
R03263,North,Germany,2023-05-16 22:00:00,5G,Telecom Italia,Smartphone,-55,94,100.79,23.88,0.96,0.1,17.66,262.82,35.09,611,97.26,19.1,Rainy
R03264,South,Netherlands,2023-05-16 23:00:00,5G,O2,Tablet,-82,38,26.61,2.78,1.21,0.74,6.83,206.21,149.11,913,96.12,19.7,Rainy
R03265,South,France,2023-05-17 00:00:00,5G,Deutsche Telekom,Router,-71,76,182.29,21.14,1.97,0.47,16.8,216.24,71.16,225,99.22,34.2,Cloudy
R03266,West,Germany,2023-05-17 01:00:00,4G,Vodafone,Router,-66,38,45.46,16.39,0.13,0.9,9.64,109.48,42.45,560,99.55,4.0,Cloudy
R03267,West,France,2023-05-17 02:00:00,5G,O2,Tablet,-89,110,78.43,3.56,0.22,0.36,1.61,74.94,134.41,201,98.74,31.7,Rainy
R03268,West,Netherlands,2023-05-17 03:00:00,4G,Orange,Tablet,-84,61,221.46,17.17,1.66,0.7,10.25,288.0,16.09,770,95.24,28.8,Clear
R03269,South,Germany,2023-05-17 04:00:00,4G,Deutsche Telekom,Tablet,-93,111,139.72,6.18,0.04,0.74,5.31,292.91,98.14,442,95.59,36.2,Rainy
R03270,South,Spain,2023-05-17 05:00:00,5G,Telecom Italia,Tablet,-69,24,87.12,21.39,0.9,0.2,6.84,133.13,13.94,294,96.73,36.1,Cloudy
R03271,West,Italy,2023-05-17 06:00:00,5G,Deutsche Telekom,Router,-77,67,141.44,8.71,1.55,0.16,14.0,129.14,142.2,171,97.78,29.5,Clear
R03272,West,Germany,2023-05-17 07:00:00,4G,Deutsche Telekom,Tablet,-53,44,62.39,4.94,0.39,0.09,11.06,141.0,97.76,217,98.05,36.6,Clear
R03273,Central,Netherlands,2023-05-17 08:00:00,4G,O2,Tablet,-59,86,16.04,2.92,0.37,0.7,17.88,143.81,62.71,985,95.5,6.7,Clear
R03274,West,Germany,2023-05-17 09:00:00,4G,Orange,Router,-51,45,154.9,14.98,0.62,0.55,18.78,254.23,66.54,179,99.8,2.0,Stormy
R03275,Central,France,2023-05-17 10:00:00,5G,Orange,Smartphone,-54,93,181.39,6.39,0.3,0.09,14.13,134.9,28.94,634,97.65,7.6,Stormy
R03276,East,Germany,2023-05-17 11:00:00,4G,Deutsche Telekom,Router,-89,107,221.15,25.73,1.36,0.31,17.41,265.88,57.2,951,97.16,32.8,Cloudy
R03277,South,Spain,2023-05-17 12:00:00,4G,Orange,Smartphone,-80,81,195.25,0.59,0.4,0.14,4.71,211.6,136.05,708,95.96,9.1,Rainy
